category,살 때(3.75g),팔 때(3.75g)
Thu Oct 22 2015,172000,161000
Wed Oct 21 2015,173000,162000
Tue Oct 20 2015,172000,161000
Mon Oct 19 2015,171500,160500
Sat Oct 17 2015,173000,162000
Fri Oct 16 2015,173000,162000
Thu Oct 15 2015,175000,164000
Wed Oct 14 2015,175000,164000
Tue Oct 13 2015,173000,161500
Mon Oct 12 2015,173000,161500
Sat Oct 10 2015,173000,161500
Thu Oct 08 2015,172500,160500
Wed Oct 07 2015,174500,162500
Tue Oct 06 2015,173500,161500
Mon Oct 05 2015,173500,161500
Sat Oct 03 2015,174000,162000
Fri Oct 02 2015,171000,158500
Thu Oct 01 2015,173000,160500
Wed Sep 30 2015,176500,164000
Tue Sep 29 2015,178000,165500
Fri Sep 25 2015,178000,166500
Thu Sep 24 2015,175500,164000
Wed Sep 23 2015,173000,161500
Tue Sep 22 2015,173500,162000
Mon Sep 21 2015,174000,162500
Sat Sep 19 2015,174000,162500
Fri Sep 18 2015,171500,160000
Thu Sep 17 2015,170500,159000
Wed Sep 16 2015,169000,157500
Tue Sep 15 2015,170000,158500
Mon Sep 14 2015,170000,158500
Fri Sep 11 2015,171000,158500
Thu Sep 10 2015,173000,160500
Wed Sep 09 2015,174500,162000
Tue Sep 08 2015,175500,163000
Mon Sep 07 2015,175500,163000
Sat Sep 05 2015,175500,163000
Fri Sep 04 2015,174500,161500
Thu Sep 03 2015,175000,162000
Wed Sep 02 2015,174000,161000
Tue Sep 01 2015,174500,161500
Mon Aug 31 2015,174500,161500
Sat Aug 29 2015,174500,161500
Fri Aug 28 2015,173000,160000
Thu Aug 27 2015,174000,161000
Wed Aug 26 2015,177000,164000
Tue Aug 25 2015,180000,167000
Mon Aug 24 2015,181500,168500
Sat Aug 22 2015,181500,168500
Fri Aug 21 2015,181000,167500
Thu Aug 20 2015,176000,163000
Wed Aug 19 2015,173500,160000
Tue Aug 18 2015,174000,161000
Mon Aug 17 2015,173000,160000
Fri Aug 14 2015,173000,160000
Thu Aug 13 2015,173000,160000
Wed Aug 12 2015,174000,161000
Tue Aug 11 2015,168000,156000
Mon Aug 10 2015,167000,155000
Sat Aug 08 2015,167500,156000
Fri Aug 07 2015,166500,155000
Thu Aug 06 2015,167000,155000
Wed Aug 05 2015,167000,155000
Tue Aug 04 2015,168000,155000
Mon Aug 03 2015,168000,156000
Sat Aug 01 2015,168000,156000
Fri Jul 31 2015,167000,155000
Thu Jul 30 2015,167500,156000
Wed Jul 29 2015,166500,155000
Tue Jul 28 2015,167500,156000
Mon Jul 27 2015,168000,156000
Sat Jul 25 2015,169000,157000
Fri Jul 24 2015,166000,154000
Thu Jul 23 2015,166500,155000
Wed Jul 22 2015,166500,155000
Tue Jul 21 2015,168000,156000
Mon Jul 20 2015,169500,158000
Sat Jul 18 2015,170500,159000
Fri Jul 17 2015,170500,159000
Thu Jul 16 2015,171500,160000
Wed Jul 15 2015,171500,160000
Tue Jul 14 2015,171500,160000
Mon Jul 13 2015,171000,160000
Sat Jul 11 2015,171500,160000
Fri Jul 10 2015,171000,160000
Thu Jul 09 2015,171500,160000
Wed Jul 08 2015,170500,159000
Tue Jul 07 2015,172000,161000
Mon Jul 06 2015,172000,161000
Sat Jul 04 2015,171000,160000
Fri Jul 03 2015,170000,159000
Thu Jul 02 2015,171000,160000
Wed Jul 01 2015,171000,161000
Tue Jun 30 2015,172000,161000
Mon Jun 29 2015,174000,162000
Sat Jun 27 2015,172000,161000
Fri Jun 26 2015,170500,160000
Thu Jun 25 2015,170000,160000
Wed Jun 24 2015,170000,160000
Tue Jun 23 2015,170500,160000
Mon Jun 22 2015,172000,161000
Sat Jun 20 2015,173000,161000
Fri Jun 19 2015,172500,161000
Thu Jun 18 2015,171500,160000
Wed Jun 17 2015,172000,161000
Tue Jun 16 2015,172500,162000
Mon Jun 15 2015,171500,160000
Sat Jun 13 2015,171500,160000
Fri Jun 12 2015,171000,160000
Thu Jun 11 2015,172000,161000
Wed Jun 10 2015,172000,161000
Tue Jun 09 2015,171000,160000
Mon Jun 08 2015,171500,161000
Sat Jun 06 2015,172000,162000
Fri Jun 05 2015,170500,161000
Thu Jun 04 2015,171000,161000
Wed Jun 03 2015,172000,162000
Tue Jun 02 2015,172500,162000
Mon Jun 01 2015,172500,162000
Sat May 30 2015,173000,162000
Fri May 29 2015,171000,161000
Thu May 28 2015,171000,161000
Wed May 27 2015,171000,161000
Tue May 26 2015,173000,162000
Sat May 23 2015,172500,162000
Fri May 22 2015,172500,162000
Thu May 21 2015,173000,162000
Wed May 20 2015,173000,162000
Tue May 19 2015,174500,163000
Mon May 18 2015,173000,163000
Sat May 16 2015,174000,162000
Fri May 15 2015,174000,163000
Thu May 14 2015,173000,162000
Wed May 13 2015,171000,160000
Tue May 12 2015,169500,160000
Mon May 11 2015,169000,160000
Sat May 09 2015,169500,160000
Fri May 08 2015,169000,160000
Thu May 07 2015,168500,160000
Wed May 06 2015,169000,160000
Tue May 05 2015,168500,160000
Mon May 04 2015,167000,160000
Sat May 02 2015,167500,160000
Fri May 01 2015,168000,160000
Thu Apr 30 2015,168500,160000
Wed Apr 29 2015,169000,160000
Tue Apr 28 2015,168000,160000
Mon Apr 27 2015,166000,159000
Sat Apr 25 2015,166500,157000
Fri Apr 24 2015,168500,159000
Thu Apr 23 2015,168000,159000
Wed Apr 22 2015,170000,161000
Tue Apr 21 2015,169000,160000
Mon Apr 20 2015,170500,161000
Sat Apr 18 2015,170500,161000
Fri Apr 17 2015,170000,161000
Thu Apr 16 2015,171500,162000
Wed Apr 15 2015,171000,162000
Tue Apr 14 2015,171500,162000
Mon Apr 13 2015,172500,163000
Sat Apr 11 2015,172500,163000
Fri Apr 10 2015,171000,162000
Thu Apr 09 2015,171500,162000
Wed Apr 08 2015,173000,163000
Tue Apr 07 2015,172500,163000
Mon Apr 06 2015,173000,163000
Sat Apr 04 2015,172000,162000
Fri Apr 03 2015,171500,162000
Thu Apr 02 2015,172500,163000
Wed Apr 01 2015,171000,162000
Tue Mar 31 2015,171500,162000
Mon Mar 30 2015,172500,163000
Sat Mar 28 2015,173500,163000
Fri Mar 27 2015,173500,163000
Thu Mar 26 2015,176500,164000
Wed Mar 25 2015,171500,163000
Tue Mar 24 2015,171500,163000
Mon Mar 23 2015,172500,163000
Fri Mar 20 2015,171500,163000
Thu Mar 19 2015,170500,162000
Wed Mar 18 2015,169500,162000
Tue Mar 17 2015,170500,162000
Mon Mar 16 2015,171000,163000
Sat Mar 14 2015,173000,164000
Fri Mar 13 2015,170000,163000
Thu Mar 12 2015,170500,163000
Wed Mar 11 2015,171000,163000
Tue Mar 10 2015,170000,156000
Mon Mar 09 2015,169500,162000
Sat Mar 07 2015,171000,163000
Fri Mar 06 2015,172500,166000
Thu Mar 05 2015,172500,166000
Wed Mar 04 2015,172000,166000
Tue Mar 03 2015,174000,169000
Mon Mar 02 2015,175000,170000
Sat Feb 28 2015,174500,170000
Fri Feb 27 2015,174500,170000
Thu Feb 26 2015,173500,170000
Wed Feb 25 2015,174000,170000
Tue Feb 24 2015,174000,170000
Mon Feb 23 2015,174500,170000
Tue Feb 17 2015,177000,171000
Mon Feb 16 2015,175500,171000
Sat Feb 14 2015,176000,171000
Fri Feb 13 2015,175500,171000
Thu Feb 12 2015,176000,171000
Wed Feb 11 2015,176500,171000
Tue Feb 10 2015,176500,171000
Mon Feb 09 2015,177000,171000
Sat Feb 07 2015,178000,171000
Fri Feb 06 2015,179000,173000
Thu Feb 05 2015,180500,173000
Wed Feb 04 2015,179000,164500
Tue Feb 03 2015,182000,174000
Mon Feb 02 2015,184000,174000
Sat Jan 31 2015,185000,173000
Fri Jan 30 2015,180000,173000
Thu Jan 29 2015,181500,173000
Wed Jan 28 2015,182000,174000
Tue Jan 27 2015,180000,174000
Mon Jan 26 2015,182000,175000
Sat Jan 24 2015,182000,174000
Fri Jan 23 2015,183500,174000
Thu Jan 22 2015,183000,175000
Wed Jan 21 2015,183500,174000
Tue Jan 20 2015,181000,171000
Mon Jan 19 2015,180000,169000
Sat Jan 17 2015,181000,168500
Fri Jan 16 2015,177000,168500
Thu Jan 15 2015,173500,166000
Wed Jan 14 2015,173000,166000
Tue Jan 13 2015,174000,166000
Mon Jan 12 2015,173000,166000
Sat Jan 10 2015,173500,166000
Fri Jan 09 2015,172500,166000
Thu Jan 08 2015,174000,167000
Wed Jan 07 2015,174500,166000
Tue Jan 06 2015,174000,165000
Mon Jan 05 2015,172000,165000
Sat Jan 03 2015,172500,165000
Fri Jan 02 2015,171000,165000
Wed Dec 31 2014,172000,165000
Tue Dec 30 2014,170000,165000
Mon Dec 29 2014,171500,166000
Sat Dec 27 2014,171500,166000
Fri Dec 26 2014,170000,165500
Wed Dec 24 2014,170000,165000
Tue Dec 23 2014,169000,165000
Mon Dec 22 2014,171500,165000
Sat Dec 20 2014,172000,165000
Fri Dec 19 2014,172000,165000
Thu Dec 18 2014,171000,165000
Wed Dec 17 2014,171000,164000
Tue Dec 16 2014,170000,163000
Mon Dec 15 2014,175000,165000
Sat Dec 13 2014,176000,165500
Fri Dec 12 2014,175500,165500
Thu Dec 11 2014,176000,165000
Wed Dec 10 2014,177000,165000
Tue Dec 09 2014,174000,163000
Mon Dec 08 2014,174000,164000
Sat Dec 06 2014,174500,164000
Fri Dec 05 2014,174500,163000
Thu Dec 04 2014,174000,164000
Wed Dec 03 2014,174000,163000
Tue Dec 02 2014,174000,163000
Mon Dec 01 2014,168000,158000
Fri Nov 28 2014,171000,161000
Thu Nov 27 2014,170500,162000
Wed Nov 26 2014,173000,164000
Tue Nov 25 2014,174000,163500
Mon Nov 24 2014,174000,163500
Sat Nov 22 2014,174000,163500
Fri Nov 21 2014,172500,162500
Thu Nov 20 2014,171000,162000
Wed Nov 19 2014,172000,161000
Tue Nov 18 2014,170000,160000
Mon Nov 17 2014,170500,160000
Sat Nov 15 2014,171000,159000
Fri Nov 14 2014,166500,157000
Thu Nov 13 2014,166000,157000
Wed Nov 12 2014,167000,156000
Tue Nov 11 2014,164000,156000
Mon Nov 10 2014,166000,156000
Sat Nov 08 2014,167000,157000
Fri Nov 07 2014,162500,154500
Thu Nov 06 2014,162500,155000
Wed Nov 05 2014,163000,155000
Tue Nov 04 2014,164500,158000
Mon Nov 03 2014,164000,158000
Sat Nov 01 2014,165500,159000
Fri Oct 31 2014,165500,159000
Thu Oct 30 2014,167000,161000
Wed Oct 29 2014,167500,161000
Tue Oct 28 2014,168000,161000
Sat Oct 25 2014,170000,163000
Sun Oct 26 2014,170000,163000
Mon Oct 27 2014,169000,162000
Fri Oct 24 2014,170000,163000
Thu Oct 23 2014,170500,164000
Wed Oct 22 2014,171500,163000
Tue Oct 21 2014,171500,164000
Mon Oct 20 2014,171000,164000
Sun Oct 19 2014,171500,164000
Sat Oct 18 2014,171500,164000
Fri Oct 17 2014,171500,164000
Thu Oct 16 2014,171500,164000
Wed Oct 15 2014,171000,164000
Tue Oct 14 2014,171500,164000
Mon Oct 13 2014,172000,164000
Sun Oct 12 2014,171000,163500
Sat Oct 11 2014,171000,163500
Fri Oct 10 2014,171000,164000
Thu Oct 09 2014,171000,165500
Wed Oct 08 2014,170000,164000
Tue Oct 07 2014,167500,163000
Mon Oct 06 2014,165500,163000
Sun Oct 05 2014,166500,163500
Sat Oct 04 2014,166500,163500
Fri Oct 03 2014,167500,164500
Thu Oct 02 2014,167500,164500
Wed Oct 01 2014,167000,164000
Tue Sep 30 2014,167500,165000
Mon Sep 29 2014,166500,165000
Sun Sep 28 2014,166500,164000
Sat Sep 27 2014,166500,164000
Fri Sep 26 2014,167500,165000
Thu Sep 25 2014,164500,164500
Wed Sep 24 2014,166000,165000
Tue Sep 23 2014,165000,164000
Mon Sep 22 2014,164500,164000
Sun Sep 21 2014,168500,164000
Sat Sep 20 2014,168500,164000
Fri Sep 19 2014,165500,165000
Thu Sep 18 2014,165000,165000
Wed Sep 17 2014,165500,165000
Tue Sep 16 2014,168500,156000
Mon Sep 15 2014,169000,156500
Sun Sep 14 2014,168500,156000
Sat Sep 13 2014,168500,156000
Fri Sep 12 2014,169500,157000
Thu Sep 11 2014,162500,157500
Wed Sep 10 2014,172000,159000
Tue Sep 09 2014,170000,157000
Mon Sep 08 2014,172000,159000
Sun Sep 07 2014,172000,159000
Sat Sep 06 2014,172000,159000
Fri Sep 05 2014,170500,158000
Thu Sep 04 2014,170500,158000
Wed Sep 03 2014,170000,157000
Tue Sep 02 2014,172000,159000
Mon Sep 01 2014,172500,159500
Sun Aug 31 2014,172500,159500
Sat Aug 30 2014,172500,159500
Fri Aug 29 2014,173000,160000
Thu Aug 28 2014,172000,159000
Wed Aug 27 2014,172000,159000
Tue Aug 26 2014,171500,159000
Mon Aug 25 2014,172500,160500
Sun Aug 24 2014,172000,156500
Sat Aug 23 2014,172000,156500
Fri Aug 22 2014,172000,156500
Thu Aug 21 2014,174000,161500
Wed Aug 20 2014,174500,162000
Tue Aug 19 2014,174500,162000
Mon Aug 18 2014,174500,162000
Thu Aug 14 2014,178000,165000
Wed Aug 13 2014,177000,164500
Tue Aug 12 2014,177500,165000
Mon Aug 11 2014,177500,165000
Fri Aug 08 2014,180500,167500
Thu Aug 07 2014,178000,165000
Wed Aug 06 2014,176000,163500
Tue Aug 05 2014,175000,162500
Mon Aug 04 2014,175500,163000
Sun Aug 03 2014,177000,164500
Fri Aug 01 2014,175000,162500
Thu Jul 31 2014,175000,162500
Wed Jul 30 2014,175500,163000
Tue Jul 29 2014,176000,163500
Mon Jul 28 2014,176000,163500
Sat Jul 26 2014,177000,164500
Fri Jul 25 2014,175500,163000
Thu Jul 24 2014,176500,164000
Wed Jul 23 2014,176500,163500
Tue Jul 22 2014,178000,165000
Mon Jul 21 2014,177500,164500
Sun Jul 20 2014,178000,165000
Sat Jul 19 2014,178000,165000
Fri Jul 18 2014,179500,166000
Thu Jul 17 2014,177000,164500
Wed Jul 16 2014,176500,164000
Tue Jul 15 2014,176000,163500
